N,P,K,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Altitude,Fertilizer_Used,Recommended_Crop
65,66,110,7.31,55.95,0.3,2.58,36.81,64.03,891.52,4.98,11.38,1085,103.54,Rice
114,14,116,7.91,26.31,0.62,2.23,32.17,59.27,819.42,7.75,18.61,1042,245.36,Wheat
118,69,105,6.53,26.17,0.74,1.09,14.18,89.99,2478.35,11.3,15.88,1711,242.54,Wheat
135,79,49,6.42,38.21,0.76,2.7,19.84,83.31,1693.22,4.43,8.21,1608,306.62,Wheat
86,11,22,5.86,27.84,1.08,2.03,24.4,46.27,1030.21,7.7,15.78,1590,157.7,Rice
147,79,116,5.21,55.52,0.2,1.4,24.82,71.86,1166.16,4.47,19.5,56,141.34,Sugarcane
37,52,26,8.26,28.89,1.45,0.3,27.87,53.23,2881.83,6,4.1,482,217.87,Rice
44,13,24,5.76,34.52,0.43,2.22,24.17,51.87,714.84,11.63,18.04,1705,124.42,Barley
73,65,42,7.7,36.67,0.52,1.19,29.46,52.03,2682.91,4.84,7.73,276,148.95,Rice
77,68,25,7.36,49.1,1.38,0.98,36.52,68.36,2263.05,4.41,14.98,1474,111.72,Rice
86,18,22,7.66,38.2,0.21,0.94,21.94,62.28,1917.67,4.7,13.91,2000,284.28,Rice
123,12,95,8.25,21.96,1.49,0.12,36.3,75.3,1947.46,9.53,14.44,1728,299.59,Rice
43,57,32,6.99,16.2,0.25,2.25,16.59,39.18,1384.23,4.1,17.95,1569,217.53,Wheat
133,52,45,8.09,56.89,0.36,0.52,13.64,55.53,1428.78,7.15,12.98,2330,264.81,Wheat
51,10,52,5.17,50.08,0.51,1.61,17.18,81.62,2429.03,11.63,4.62,1647,274.69,Wheat
105,66,59,7.01,11.15,0.77,0.15,16.2,30.19,2470.42,4.55,13.71,1950,294.99,Wheat
146,62,83,7.59,51.08,0.87,1.92,39.55,67.41,1799.24,11.46,7.43,2211,253.92,Rice
149,25,90,5.59,39.53,0.34,1.17,21.43,77.14,2352.06,4.94,19.13,300,308.33,Rice
36,60,103,7.46,35.94,0.3,1.93,29.54,53.03,2468.15,5.02,6.95,463,314.49,Rice
123,84,22,7.61,10.61,0.24,0.36,30.88,83.02,1129.91,8.84,5.58,854,257.34,Sugarcane
156,64,39,7.82,49.04,0.53,0.87,23.36,74.14,1945.4,5.95,1.3,2389,347.14,Rice
62,10,66,5.75,19.9,1.4,0.42,16.71,66.36,1420.22,4.02,17.38,1331,257.66,Rice
58,37,119,7.23,46.4,0.71,1.97,23.14,41.9,474.7,10,18.41,1998,181.62,Maize
45,62,39,5.72,10.79,1.19,0.41,24.21,70.21,2015.7,6.97,2.29,2311,262.79,Rice
118,67,80,7.46,49.82,0.45,1.89,38.62,80.03,1844.96,11.27,8.88,190,265.73,Rice
69,82,19,6.35,11.15,0.28,0.49,27.06,73.79,487.27,6.22,8.95,1763,160.81,Millet
32,69,108,6.89,21.79,0.92,2.84,39.1,64.49,398.28,9.35,16.21,1450,324.44,Millet
79,68,75,6.16,23.41,1.27,1.31,27.3,72.87,898.98,6.61,7.53,256,115.81,Potato
154,31,103,5.15,17.88,1.37,0.47,14.35,88.61,2533.56,5.19,7.52,2223,290.51,Sugarcane
76,17,92,5.21,34.05,0.91,0.22,21.53,30.65,378.3,11.8,7.3,2013,293.37,Wheat
55,58,48,4.81,24.18,0.58,1.06,33.77,69.84,1489.03,8.71,9.15,973,340.78,Pulses
39,51,46,6.97,59.66,0.34,2.69,22.65,77.58,701.3,10.72,13.21,2373,256.19,Maize
84,36,12,7.89,39,1.07,0.52,12.99,68.33,909.95,6,19.4,955,107.73,Wheat
27,48,98,4.58,38.32,0.56,2.39,12.88,46.39,2355.79,7.15,11.04,1181,317.03,Tomato
134,34,43,4.76,21.04,1.3,1.31,17.11,79.37,2581.69,7.82,8.4,1785,103.1,Sugarcane
111,47,95,6.33,30.43,0.99,2.43,26.94,84.8,1824.81,9.04,1.33,1612,217.3,Rice
117,33,47,7.45,16.2,1.32,2.64,34.9,71.01,2617.08,7.16,4.04,1455,96.46,Rice
85,33,23,5.13,48.13,0.94,2.99,26.01,60.66,2599.24,5.98,19.01,677,307.08,Rice
51,69,73,5.59,26.56,1.2,0.3,32.38,51.98,820.25,5.52,5.93,1487,108.29,Potato
105,59,48,5.43,47.6,0.58,2.41,29.37,49.8,2006.05,8.79,4.83,1848,221.86,Rice
70,75,63,6.1,28.58,0.85,0.3,25.72,73.39,2379.32,5.98,4.27,155,119.49,Rice
82,23,11,5.4,59.44,0.23,1.01,16.44,66.43,1770.95,7.17,12.17,331,210.95,Potato
144,62,105,5.91,18.56,0.99,1.97,36.5,39.41,2456.18,4.28,8.5,523,206.53,Rice
77,41,52,7.41,10.08,0.89,1.4,18.27,38.47,1960.73,6.05,12.09,1984,155.8,Wheat
77,57,62,6.94,39.74,1.18,1.74,17.58,34.27,996.48,7.86,19.51,197,99.26,Wheat
105,48,12,4.82,57.65,1.15,2.9,17.73,71.01,2119.67,10.37,2.42,2175,219.5,Sugarcane
68,49,50,7.05,42.35,1.02,2.47,12.87,48.86,1846.4,6.98,3.56,47,279.66,Wheat
89,51,17,6.41,14.29,0.27,1.15,24.96,31.21,1949.86,6.36,11.9,75,102.06,Rice
34,86,99,8.24,37.02,1.37,1.84,19.83,50.26,466.9,8.13,4.12,2206,326.13,Wheat
73,85,105,5.66,55.47,0.22,0.24,25.66,79.93,552.06,4.4,13.6,1114,134.91,Millet
120,17,84,7.4,10.33,1.24,1.41,23.59,44.86,2481.03,6.83,16.47,109,304.13,Rice
27,88,72,7.42,18.35,0.82,1.86,25.59,68.01,1407.56,5.08,14.83,176,290.18,Tomato
72,35,74,5.39,50.73,1.26,2.17,18.93,56.38,802.78,6.03,7.03,1735,54.42,Cotton
79,21,88,8.11,54.7,0.8,2.71,34.45,62.93,459.49,7.13,16.93,522,147.69,Millet
127,52,13,6.46,45.36,1.04,0.92,26.03,65.75,936.13,4.46,10.7,2310,260.61,Wheat
24,60,77,7.22,59.58,0.67,2.72,16.25,57.29,1026.55,10.38,15.88,1877,227.73,Wheat
122,72,101,5.08,14.51,1.17,2.02,37.05,33.47,2952.3,6.2,19.28,1,210.66,Rice
25,58,19,5.53,37.28,0.53,0.33,13.28,64.06,2536.61,5.86,9.84,492,131.02,Barley
128,36,84,6.84,44.25,1.14,1.2,32,53.85,419.68,6.75,9.84,2074,342.79,Millet
135,18,59,5.78,45.13,0.45,1.48,30.35,41.99,2295.66,6.94,5.73,1432,211.08,Rice
113,48,32,6.5,49.67,1.14,1.12,12.19,83.79,1779,10.5,3.34,1325,208.05,Wheat
66,74,70,6,55.88,0.58,0.44,37.05,74.16,839.73,6.28,14.97,2378,193.34,Pulses
118,80,56,7.06,28.08,0.56,1.7,19.49,47.04,2290.42,7.68,15.22,1017,159.21,Wheat
74,80,12,6.45,12.15,1.25,0.48,32.23,62.34,284.5,7.99,10.39,2137,213.06,Millet
71,16,112,4.52,28.12,1.26,2.75,18.31,87.79,2248.29,6.44,15.38,1246,96.51,Barley
32,81,112,7.1,43.58,1.1,2.61,25.77,44.73,2706.81,10.27,5.63,2224,220.02,Rice
133,89,26,6.19,20.67,1.4,1.48,39.17,86.84,2671.32,8.99,1.07,1847,71.26,Rice
143,76,31,5.87,50.5,0.4,0.3,28.32,71,2362.55,9.77,1.62,523,119.05,Rice
125,19,100,4.88,20.99,0.55,1.7,18.89,62.45,2817.25,4.44,11.61,1469,125.94,Sugarcane
139,80,25,5.38,10.5,0.58,1.82,23.75,88.99,2180.52,10.56,1.97,1929,322.1,Rice
82,62,89,5.4,35.4,0.6,2.68,30.28,50.02,2122.84,5.92,16.76,921,95.59,Rice
38,66,113,8.24,46.32,0.63,0.3,23.36,46.69,273.34,4.73,14.56,8,162.33,Potato
111,36,12,6.23,27.48,1.11,2.11,37.32,50.38,687.73,9.29,17.64,280,335.97,Millet
77,63,61,4.67,47.44,0.55,1.73,36.02,75.05,2388,5.74,14.08,977,142.26,Rice
109,13,42,5.06,31.92,0.57,0.61,14.4,50.22,2993.01,7.25,2.18,1258,321.42,Sugarcane
136,32,51,4.82,18.59,0.94,0.45,33.55,36.17,2215.81,9.66,7.08,1787,327.69,Rice
81,57,11,6.86,14.53,0.45,2.11,38.27,68.66,1823.52,4.82,7.78,107,69.54,Rice
42,51,48,5.25,45.53,0.67,1.09,19.51,43.38,713.57,5.02,12.03,245,311.18,Potato
146,12,55,6.49,29.29,0.28,3,17.15,30.25,2854.15,9.32,19.29,700,206.08,Wheat
156,12,57,5.98,55.64,1.44,2.69,10.29,41.95,2019.25,7.6,15.63,2317,321.24,Sugarcane
159,37,36,7.72,37.01,0.61,1.74,13.47,79.15,1569.31,5.77,5.79,922,72.81,Wheat
148,72,24,5.78,27.42,1.31,1.96,38.83,86.41,2611.88,8.13,2.85,85,68.14,Rice
77,40,16,6.33,27.45,0.89,0.56,21.73,69.72,2869.19,8.95,18.04,2064,174.63,Rice
141,19,118,7.39,16.57,0.5,2.69,21.62,48.63,1239.32,7.24,12,779,296.51,Sugarcane
20,58,66,6.23,39.69,0.45,1.43,18,56.19,1644.2,5.38,3.76,2057,70.53,Wheat
53,30,51,7.67,39.11,1.1,1.61,14.92,41.67,522.29,9.18,16.89,748,193.85,Wheat
115,62,18,7.15,50,1.45,2.63,25.26,82.85,2887.59,4.97,13.02,717,251.13,Rice
145,85,114,6.14,20.06,0.44,0.12,31.7,69.93,537.89,9.23,17.9,1663,192.25,Millet
137,63,15,6.52,24.54,0.35,1.53,26.52,35.06,2801.28,6.17,15.47,450,98.1,Rice
67,66,66,8.37,14.86,0.7,1.92,11.06,52.02,734.9,4.01,10.9,263,145.09,Wheat
108,29,85,7.15,24.77,0.71,0.56,34.1,62.28,2744.57,7.73,11.71,1637,135.75,Rice
136,58,39,8.12,31.41,1.25,0.3,37.95,77.84,1466.46,6.48,10.94,1780,63.41,Sugarcane
148,16,64,5.22,58.2,0.81,1.65,23.21,85.23,1857.78,5.84,2.04,1988,124.33,Rice
35,38,93,6.43,42.65,0.28,1.69,20.99,37.96,299.74,7.99,18.76,289,276.42,Potato
88,57,93,8.13,49.14,1.4,1.06,16.9,80.07,1304.28,6.69,19.76,832,221.39,Wheat
41,22,63,5.79,26.28,0.69,2.66,19.06,33.95,1581.5,6.36,6.78,2308,222.52,Potato
112,12,119,8.37,17.23,1.07,0.97,29.33,44.43,226.4,10.1,16.57,76,122.94,Millet
95,11,36,4.89,22.84,1.07,1.6,33.1,31.26,2050.4,4.66,19.95,665,148.69,Rice
105,25,93,8.11,22.82,0.27,0.64,19.97,33.83,2548.91,7.18,1.37,1577,246.28,Wheat
48,15,68,6.28,39.16,0.2,0.13,20.19,31.95,269.38,5.97,7.12,161,121.52,Barley
88,54,16,4.79,27.07,0.31,1.34,23.53,38.76,1579.1,6.28,11.83,1970,321.59,Rice
66,80,49,8.02,52.87,1.44,1.63,15.11,82.59,294.45,7.53,8.49,805,278.06,Wheat
113,14,113,5.51,59.43,1.23,2.32,37.82,47.03,2645.22,11.38,19.39,411,56.84,Rice
104,65,103,4.59,27.16,0.37,1.4,31.16,58.78,650.28,9.27,4.64,585,260.02,Millet
58,80,81,5.04,45.25,1,0.91,23.01,59.23,363.87,5.54,8.47,1363,65.68,Potato
119,41,11,7.14,42.87,1,1.85,13.67,89.72,2601.55,8.58,14.93,484,55.49,Wheat
52,58,23,8.41,19.72,0.2,1.21,35.46,51.88,1444.62,5.23,16.14,1852,268.75,Potato
120,22,19,4.95,55.9,0.76,0.78,24.51,45.91,467.15,11.08,2.92,2148,177.95,Rice
42,39,59,6.35,19.97,1.13,2.74,33.91,87.79,2014.17,7.39,5.19,90,212.34,Rice
29,34,27,5.22,46.85,0.44,1.66,11,65.55,2175.68,11.6,3.51,1387,174.8,Sugarcane
88,69,27,7.48,27.38,1.31,0.68,18.21,47.37,1791.34,9.3,10.5,464,171.8,Wheat
119,68,25,4.97,28.35,1.06,2.05,28.66,47.25,1129.96,10.67,11.12,705,133.63,Sugarcane
53,37,61,5.46,32.77,0.21,2.43,24.64,35.18,1388.56,5.43,15.01,1728,335.62,Pulses
157,67,78,5.29,53.23,1.31,2.3,18.85,63.41,2873.55,10.84,17.6,41,65.71,Sugarcane
115,29,61,6.71,17.01,0.23,1.84,16.03,73.42,1696.21,5.52,3.61,556,244.38,Wheat
20,43,40,7.99,12.73,1.35,1.61,19.05,58.48,1311.77,11.81,11.07,654,187.68,Wheat
88,14,110,6.54,30.1,0.63,2.35,32.27,83.07,2182.94,6.24,10.13,2315,209.09,Rice
23,69,93,4.73,12.78,1.11,2.15,15.51,59.04,413.24,9.47,18.01,465,87.99,Cotton
35,52,32,6.75,44.38,1.22,1.76,27.81,50.78,1012.64,8.37,11.03,1623,82.84,Tomato
43,66,105,7.69,48.02,0.57,2.01,22.71,45.05,834.12,7.83,5.38,736,76.83,Tomato
99,66,51,5.03,52.74,0.66,0.59,32.89,44.6,2104.29,7.43,18.59,2026,94.23,Rice
21,84,90,4.79,47.19,0.86,0.16,16.05,48.99,1890.96,7.07,18.69,1719,302.97,Potato
147,63,71,5.25,55.82,0.96,2.8,18.1,89.52,2326.42,6.43,3.39,953,77.15,Sugarcane
103,54,86,7.48,47.42,0.58,2.81,21.96,51.65,1394.96,8.78,17.21,1007,123.61,Sugarcane
159,46,59,6.87,56.8,1.49,2.39,15,61.48,687.04,11.87,16.9,2142,272.24,Wheat
143,57,86,6.66,19.66,1.16,1.18,23.84,46.48,711.92,9.38,12.2,83,314.37,Maize
52,63,90,5.5,34.99,0.56,0.54,22.48,38.61,2698.31,10.06,9.98,844,62.22,Rice
120,57,24,5.83,59.7,1.03,1.14,39.7,68.75,409.7,9.23,4.51,386,295.12,Millet
31,15,99,8.36,44.08,0.77,2.21,27.82,62.71,1863.54,8.13,4.99,2357,253.45,Rice
86,43,53,5.46,53.93,1.32,1.07,12.08,34.07,848.68,10.54,6,676,112.42,Barley
84,72,101,8.11,11.52,0.63,2.41,23.8,82.97,799.98,6.59,2.53,563,109.98,Potato
93,87,51,6.82,53.59,0.44,2.05,36.36,60.46,475.54,6.19,14.53,1328,274.68,Millet
62,57,54,4.99,44.89,0.26,1.93,36,50.12,2941.99,7.07,1.94,2218,199.33,Rice
63,32,103,6.37,18.54,1.48,2.8,38.85,76.76,370.76,8.63,2.82,1094,192.07,Millet
48,22,116,8.29,11.28,0.67,2.69,36.83,36.73,613.7,4,4.14,1412,314.22,Millet
31,56,44,6.17,23,0.49,2.16,15.29,58.43,1222.47,10.68,14.09,53,277.96,Wheat
114,53,31,7.95,55.79,0.84,0.68,10.11,62.93,1476.23,6.43,3.2,1938,90.17,Wheat
65,41,83,5.53,43.41,0.58,2.82,28.49,76.51,2862.24,8.81,4.37,2464,193.2,Rice
149,35,84,6.78,55.97,0.5,0.76,31.07,52.21,877.01,4.42,18.8,834,68.19,Pulses
54,62,47,7.88,32.31,1,1.18,13.94,81.3,2218.74,7.45,6.39,1325,308.56,Wheat
100,23,106,8.18,56.83,0.3,2.5,15.01,71.86,2037.89,4.54,14.19,132,200.18,Wheat
109,61,79,6.44,33.15,0.86,0.71,38.89,76.26,1648.99,4.09,18.73,1874,85.31,Rice
27,45,73,7.06,20.21,0.7,1.95,38.31,88.14,944.97,10.31,1.79,1257,254.41,Sugarcane
112,17,110,4.51,17.57,0.89,1.43,14.71,80.69,638.58,7.24,9.86,254,173.39,Maize
109,49,16,5.51,59.69,0.62,1.91,17.41,50.81,694.26,10.52,11.17,102,162.96,Cotton
134,31,53,5.61,26.69,0.94,2.88,36.76,68.75,1168.78,6.7,15.45,1485,60.14,Sugarcane
124,25,85,4.87,18,0.31,2.44,23.05,82.12,583.94,9.18,19.32,1923,104.55,Sugarcane
154,69,16,5.62,10.42,0.69,0.96,33.94,61.51,2996.03,4.75,1.78,275,318.11,Rice
77,69,75,5.78,24.28,0.51,0.27,21.88,70.97,1448.29,5.52,8.23,512,74.3,Barley
133,19,69,8.38,54.46,0.77,2.9,32.09,40.34,1709.17,7.77,9.19,545,320.33,Rice
94,34,10,7.17,36.7,0.72,1.8,21.9,78.95,1926.08,7.52,19.37,1948,234.02,Rice
139,40,71,6.2,41.62,1.02,0.6,36.98,75.45,748.2,5.55,15.44,358,94.91,Millet
40,30,96,8.45,56.12,1.02,1.92,19.77,83.33,1548.91,10.97,18.77,1708,259.01,Wheat
157,42,98,5.11,35.64,0.74,0.22,25.69,72.61,376.09,6.27,3.57,947,105.23,Millet
120,40,27,6.4,51.91,0.44,0.64,25.65,82.61,2913.67,7.42,1.47,2164,103.56,Rice
118,30,117,7.09,26.19,0.96,1.93,29.47,39.73,1523.91,6.7,19.45,2355,243.66,Rice
55,45,16,4.72,58.86,1.46,1.27,19.2,78.82,283.05,11.96,7.29,1034,344.72,Cotton
115,74,63,7.37,13.94,0.44,1.04,29.28,87.18,1877.41,6.77,13.48,1903,165.74,Rice
56,13,76,4.9,46.24,0.29,2,14.23,78.93,480.32,6.12,3.99,1875,85.29,Cotton
31,77,102,5.06,43.03,0.54,2.61,36.81,66.91,2411.95,11.25,11.51,596,330.32,Rice
132,13,19,5.14,19.58,0.74,2.07,14.33,85.59,2869.4,5.26,18.88,803,107.37,Sugarcane
32,18,70,8.22,29.44,0.6,1.44,35.21,35.67,2766.37,11.35,14.35,1942,345.49,Rice
42,39,68,7.23,25.64,1.29,2.01,30.79,31.01,1397.79,8.55,9.58,645,206.49,Wheat
118,54,68,7.12,14.72,0.84,2.12,20.23,87.92,2195.23,5.79,18.52,2393,317.99,Rice
124,13,116,6.72,39.24,0.52,2.35,19.82,70.98,636.25,6.02,3.39,1307,123.62,Wheat
49,78,78,5.67,59.68,1.44,0.99,38.98,36.85,411.95,9.69,9.92,215,285.73,Millet
36,32,72,6.98,37.98,0.36,0.43,15.85,50.4,2498.94,4.31,11.88,368,303.59,Wheat
132,25,107,6.14,37.26,0.36,2.08,31.69,74.93,2146.47,9.72,1.26,2457,95.56,Rice
81,31,17,5.08,12.02,0.52,0.45,15.51,75.02,2739.77,6.48,1.34,1688,131.43,Potato
103,81,87,7.26,16.96,0.3,1.44,37.16,40.2,2760.85,10.47,12.75,1437,107.31,Rice
131,57,113,5.02,35.66,1.18,0.77,32.26,58.21,1172.38,5,13.43,1637,304.17,Sugarcane
105,71,64,5.26,59.26,0.61,1.06,37.98,78.44,1092.21,5.99,19.65,419,301.23,Sugarcane
38,69,15,7.77,53.83,1.15,1.46,36.37,88.01,1437.32,7.51,6.9,1171,182.71,Cotton
119,89,10,7.14,27.01,1.19,2.7,26.48,67.35,2063.91,11.03,7.51,543,296.41,Rice
159,14,65,7.02,37.15,0.51,2.07,14.57,68.29,213.97,6.27,12.29,1001,329.98,Wheat
95,89,106,6.17,37.64,0.87,0.6,16.64,58.16,1696.91,10.75,15.1,989,272.83,Wheat
28,16,113,6.09,44.27,0.88,2.65,16.05,62.34,255.25,4.82,10.88,1321,91.25,Wheat
47,60,84,7.26,44.39,1.33,1.55,16.62,35.94,1461.89,5.39,12.74,90,295.69,Wheat
147,74,97,7.46,49.49,0.23,0.69,24.29,50.98,430.38,5.26,4.92,2007,54.43,Cotton
71,18,19,6.54,11.25,0.61,1.63,36.03,60.44,1774.21,8.9,14.6,1267,117.46,Rice
102,54,117,8.38,57.18,1.35,0.65,10.69,46.5,1079.97,7.11,8.65,1108,159.98,Wheat
130,56,32,8.32,13.5,0.51,1.17,17.15,51.59,1540.96,10.91,11.97,1600,62.78,Wheat
136,76,25,6.15,33.81,0.38,2.44,27.9,88.27,2881.54,7.89,13.52,141,64.37,Rice
88,33,110,7.78,55.98,0.95,2.01,35.96,30.31,1154.71,10.7,1.14,603,67.68,Wheat
118,19,25,6.67,34.38,0.6,1.49,18.92,48.16,2213.99,5.92,11.95,1955,287.35,Wheat
159,82,65,6.55,13.18,0.81,0.76,21.48,65.04,2113.23,11.45,18.91,1355,79.72,Rice
44,86,117,4.72,21.46,1.27,0.92,21.2,46.74,2633,9.08,2.89,757,189.29,Rice
142,57,104,6.8,38.93,0.88,2.94,18.81,70.59,1136.35,8.05,3.06,1870,277.07,Wheat
72,44,15,8.1,14.39,0.87,1.09,30.96,47.96,357.02,8.87,4.79,402,325.83,Millet
76,63,39,7.62,31.18,0.56,1.89,29.67,68.29,2917.77,11.34,2.9,359,271.86,Rice
58,80,72,7.65,26.45,1.23,1.55,35.3,80.99,1214.6,6.74,17.22,1105,230.67,Potato
128,25,110,5.14,50.76,1.16,0.17,37.53,69.52,742.47,5.97,17.74,1722,128.89,Millet
61,62,10,5.93,15.51,0.5,2.84,37.01,32.99,2759.48,5.96,10,1980,271.09,Rice
141,49,60,5.43,44.14,0.62,0.35,26.2,77.71,733.71,11.78,16.03,2132,61.14,Millet
152,29,115,5.76,30.33,1.23,2.01,15.57,42.77,1680.52,6.7,6.77,603,293.39,Sugarcane
94,78,98,6.82,39.39,0.67,2.45,16.66,68.09,2315.4,11.07,10.57,655,94.01,Wheat
95,54,55,5.96,20.28,0.72,2.27,27.71,68.8,2246.84,5.1,11.22,1817,228.23,Rice
28,15,30,6.74,40.49,0.67,2.45,37.55,78.22,282.5,7.44,6.82,594,303.24,Millet
93,78,108,6.25,43.7,0.41,2.25,25.91,60.35,766.82,8.95,12.16,2304,315.24,Millet
26,58,47,5.65,13.51,0.64,1.39,38.07,52.56,2687.78,11.71,17.02,2460,210,Rice
156,48,78,4.88,51.22,1.24,2.7,17.87,61.08,1748.91,9.42,18.96,2453,158.01,Sugarcane
46,11,72,8.07,53.06,0.84,2.75,12.59,62.75,2124.22,4.02,6.79,671,267.67,Wheat
141,48,59,4.55,13.18,0.8,1.37,33.89,79.29,1326.42,10.08,18.58,1286,323.9,Sugarcane
24,30,21,4.51,40.16,0.4,1.51,36.38,42.3,2286.57,9.2,12.92,316,64.89,Rice
48,49,78,7.81,39.7,0.43,1.51,23.44,80.81,1009.47,5.48,12.41,435,171.16,Wheat
102,63,82,8.49,10.62,0.26,0.91,13.07,51.94,849.69,8.96,3.33,839,152.47,Wheat
155,21,53,7.41,27.12,0.22,0.43,11.27,74.63,2991.91,11.41,14.5,2032,211.7,Wheat
128,46,61,4.56,58.45,0.83,0.86,11.88,50.14,641.42,4.04,6.83,2155,173.29,Wheat
84,47,18,5.41,37.77,0.73,2.55,23.17,72.53,2947.81,11.8,9.1,1989,69.77,Rice
105,24,108,8.39,56.66,0.56,1.67,17.04,77.95,2794.23,6.37,3.69,935,87.5,Wheat
90,16,74,7.73,43.78,1.49,2.57,23.86,63.48,2201.09,8.86,5.38,1600,50.17,Rice
64,87,19,6.77,11.42,0.72,2.26,24.65,67.17,1829.52,6.22,12.82,319,308.57,Rice
151,59,55,5.45,13.89,1.23,1.11,23.74,72.47,212.68,9.85,12.67,1622,300.1,Tomato
55,74,112,4.56,46.11,0.47,0.64,28.6,71.31,1978.8,8.13,9.71,1158,231.02,Rice
89,76,109,4.58,37.73,0.52,1.74,30.38,73.64,2362.75,6.1,12.98,2198,141.6,Rice
38,53,67,6.95,16.36,0.94,2.81,21.88,80.98,2252.05,8.03,17.48,88,190.24,Rice
127,40,46,4.59,40.7,0.21,2.53,20.11,43.23,681.78,6.81,1.61,1830,249.1,Sugarcane
110,52,61,8.47,50.51,0.22,2.32,21.05,42.88,1724.69,6,4.91,2310,279.51,Rice
109,86,108,5.23,47.65,0.38,2.32,12.11,88.24,1740.55,8.74,6.63,1120,147.04,Sugarcane
38,57,90,7.34,22.31,0.49,1.63,19.65,81.08,2028.07,9.11,11.97,2035,154.46,Wheat
58,70,22,5.12,22.91,0.89,0.59,16,65.5,2526.65,5.12,13.65,75,325.95,Wheat
145,84,15,6.66,58.39,1.09,0.93,18.73,30.49,2155.05,11.43,11.51,1553,119.35,Wheat
145,19,67,4.82,54.37,0.61,1.78,31.43,81.29,595.66,4.05,14.26,1120,246.8,Millet
77,38,110,7.57,25.92,0.51,1.02,39.66,75.1,253.29,6.22,9.48,110,328.17,Millet
80,57,57,6.84,51.2,1.27,2.37,37.71,87.38,582.44,6.75,16.14,3,245.88,Millet
146,71,41,4.84,18.09,0.41,1.18,34.65,30.79,312.79,4.53,2.37,2281,139.33,Millet
124,22,20,7.89,19.84,1.08,0.43,32.12,31.71,1422.97,4.72,12.78,1883,137.96,Sugarcane
20,53,90,6.69,19.06,1.41,2.37,38.35,61.05,994.51,10.78,1.82,2146,245.07,Millet
150,56,14,8.19,14.39,0.5,2.12,32.56,81.36,220.47,6.89,5.39,99,144.86,Millet
111,73,15,8.17,52.73,0.31,0.83,24.13,89.48,424.78,6.92,2.17,391,275.49,Wheat
132,62,83,8.18,38.94,1.47,2.95,28.04,49.2,1313.12,9.51,12.29,75,340.87,Sugarcane
75,86,106,4.81,22.95,0.55,1.27,19.17,32.18,2831.33,9.79,5,1784,282.6,Wheat
136,85,103,4.98,52.43,0.56,2.07,10.1,41.73,2985.44,9.66,2.75,364,278.59,Sugarcane
153,53,30,8.45,50.13,0.83,2.74,20.61,82.62,340.34,7.75,15.69,2422,129.38,Pulses
77,37,51,6.45,15.05,0.5,0.55,22.14,57.99,2525.62,9.65,1.01,2498,261.35,Rice
63,11,90,5.45,42.21,1.49,2.65,31.99,81.2,1544.72,11.39,11.43,1840,273.9,Rice
80,66,36,7.58,46.09,0.26,2.14,35.78,56.63,1938.92,5.08,18.47,621,304.58,Rice
66,66,12,5.56,45.79,0.79,0.59,38.88,33.2,1616.71,8.6,15.97,2106,282.94,Rice
99,43,69,7.41,46.16,0.91,2.03,20.55,67.05,2788.62,11.03,12.47,1884,163.03,Rice
137,67,102,7.85,18.47,0.81,2.64,38.72,56.14,1539.76,11.73,2.96,13,178.74,Rice
39,61,75,7.64,25.75,0.88,2.42,33.98,59.48,670.32,4.7,16.01,704,330.37,Millet
66,38,102,5.6,52.21,1.48,2.31,10.93,86.94,2383.59,11.6,7.37,901,166.97,Wheat
68,44,58,6.11,54.92,1.34,0.57,27.86,57.42,1638.57,9.81,3.92,2425,183.8,Rice
33,84,109,6.15,23.96,0.6,0.65,20.97,77.79,527.79,9.8,19.78,1779,67.2,Cotton
20,57,43,6.47,11.15,0.92,1.69,11.02,33.53,1492.46,5.18,2.73,332,272.16,Wheat
136,42,46,5.17,52.99,0.2,1.78,25.95,58.74,2124.71,8.61,14.65,2296,151.5,Rice
73,84,51,6.31,28.85,0.73,2.84,27.54,65.2,1028.35,6.87,7.71,2346,89.68,Potato
137,82,74,6.54,26.47,0.41,1.46,17.57,36.79,2753.53,8.68,16.99,195,329.75,Wheat
22,87,69,6.63,27.35,1.12,0.98,38.2,48.13,2579.88,9.9,11.4,945,191.44,Rice
31,18,99,7.78,30.78,0.49,0.65,28.31,74.38,1790.11,5.47,17.92,87,127.54,Rice
93,57,10,6.57,28.91,1.17,0.26,15.28,41.03,352.24,5.22,11.53,2148,138.1,Wheat
35,76,68,5.42,38.32,0.61,0.3,31.64,37.71,1833.14,6.85,7.15,872,324.39,Rice
121,45,13,7.15,13.95,1.4,1.77,24.97,47.96,1363.69,9.14,19.25,1311,216.89,Sugarcane
136,80,112,7.69,58.58,0.78,0.61,24.2,81.54,2227.39,9.39,9.66,1203,217.59,Rice
27,53,23,5.78,56.82,1.29,2.57,35.04,75.78,947.69,8.87,17.16,2399,78.76,Sugarcane
141,69,119,7.08,56.72,1.02,1.83,14.15,76.61,1896.14,10.8,16.96,1744,142.95,Wheat
111,72,27,5.09,53.96,1.47,2.61,24.73,49.35,1752.42,9.88,11.69,1268,231.58,Rice
109,14,43,5.87,43.02,1.17,1.34,33.42,35.94,1675.18,8.04,10.52,726,92.35,Rice
